__UUID4__;da2aa5e3-80f9-4d6e-9f08-c62b0ec11b05
__CREATED-ON__;2026-09-18 17:04:41.642538
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
VAL;2026-09-18 17:04:59.570724;;;WHEEL_POS;8.227,0.00
VAL;2026-09-18 17:04:59.592856;;;WHEEL_POS;8.249,0.00
VAL;2026-09-18 17:04:59.624109;;;WHEEL_POS;8.281,0.00
VAL;2026-09-18 17:04:59.650582;;;WHEEL_POS;8.307,0.00
VAL;2026-09-18 17:04:59.692851;;;WHEEL_POS;8.349,0.00
VAL;2026-09-18 17:04:59.724108;;;WHEEL_POS;8.381,0.00
VAL;2026-09-18 17:04:59.755353;;;WHEEL_POS;8.412,0.00
VAL;2026-09-18 17:04:59.792974;;;WHEEL_POS;8.449,0.00
VAL;2026-09-18 17:04:59.808600;;;WHEEL_POS;8.465,0.00
VAL;2026-09-18 17:04:59.850860;;;WHEEL_POS;8.507,0.00
VAL;2026-09-18 17:04:59.893042;;;WHEEL_POS;8.549,0.00
VAL;2026-09-18 17:04:59.908671;;;WHEEL_POS;8.565,0.00
VAL;2026-09-18 17:04:59.939924;;;WHEEL_POS;8.596,0.00
VAL;2026-09-18 17:04:59.971175;;;WHEEL_POS;8.628,0.00
VAL;2026-09-18 17:04:59.998239;;;WHEEL_POS;8.655,0.00
VAL;2026-09-18 17:05:00.034542;;;WHEEL_POS;8.691,0.00
VAL;2026-09-18 17:05:00.051173;;;WHEEL_POS;8.708,0.00
VAL;2026-09-18 17:05:00.066802;;;WHEEL_POS;8.723,0.00
VAL;2026-09-18 17:05:00.093441;;;WHEEL_POS;8.750,0.00
VAL;2026-09-18 17:05:00.124692;;;WHEEL_POS;8.781,0.00
VAL;2026-09-18 17:05:00.155944;;;WHEEL_POS;8.812,0.00
VAL;2026-09-18 17:05:00.171569;;;WHEEL_POS;8.828,0.00
VAL;2026-09-18 17:05:00.193702;;;WHEEL_POS;8.850,0.00
VAL;2026-09-18 17:05:00.224955;;;WHEEL_POS;8.881,0.00
VAL;2026-09-18 17:05:00.252292;;;WHEEL_POS;8.909,0.00
VAL;2026-09-18 17:05:00.277985;;;WHEEL_POS;8.934,0.00
VAL;2026-09-18 17:05:00.309244;;;WHEEL_POS;8.966,0.00
VAL;2026-09-18 17:05:00.340502;;;WHEEL_POS;8.997,0.00
VAL;2026-09-18 17:05:00.371748;;;WHEEL_POS;9.028,0.00
VAL;2026-09-18 17:05:00.393880;;;WHEEL_POS;9.050,0.00
VAL;2026-09-18 17:05:00.425133;;;WHEEL_POS;9.082,0.00
VAL;2026-09-18 17:05:00.453990;;;WHEEL_POS;9.110,0.00
VAL;2026-09-18 17:05:00.469618;;;WHEEL_POS;9.126,0.00
VAL;2026-09-18 17:05:00.493755;;;WHEEL_POS;9.150,0.00
VAL;2026-09-18 17:05:00.540636;;;WHEEL_POS;9.197,0.00
VAL;2026-09-18 17:05:00.556261;;;WHEEL_POS;9.213,0.00
VAL;2026-09-18 17:05:00.571886;;;WHEEL_POS;9.228,0.00
VAL;2026-09-18 17:05:00.609650;;;WHEEL_POS;9.266,0.00
VAL;2026-09-18 17:05:00.625273;;;WHEEL_POS;9.282,0.00
VAL;2026-09-18 17:05:00.669043;;;WHEEL_POS;9.325,0.00
VAL;2026-09-18 17:05:00.694179;;;WHEEL_POS;9.351,0.00
VAL;2026-09-18 17:05:00.709805;;;WHEEL_POS;9.366,0.00
VAL;2026-09-18 17:05:00.741060;;;WHEEL_POS;9.397,0.00
VAL;2026-09-18 17:05:00.773099;;;WHEEL_POS;9.430,0.00
VAL;2026-09-18 17:05:00.794230;;;WHEEL_POS;9.451,0.00
VAL;2026-09-18 17:05:00.809860;;;WHEEL_POS;9.466,0.00
VAL;2026-09-18 17:05:00.854250;;;WHEEL_POS;9.511,0.00
VAL;2026-09-18 17:05:00.894544;;;WHEEL_POS;9.551,0.00
VAL;2026-09-18 17:05:00.910173;;;WHEEL_POS;9.567,0.00
VAL;2026-09-18 17:05:00.925798;;;WHEEL_POS;9.582,0.00
VAL;2026-09-18 17:05:00.957054;;;WHEEL_POS;9.613,0.00
VAL;2026-09-18 17:05:00.998738;;;WHEEL_POS;9.655,0.00
VAL;2026-09-18 17:05:01.029992;;;WHEEL_POS;9.686,0.00
VAL;2026-09-18 17:05:01.055271;;;WHEEL_POS;9.712,0.00
VAL;2026-09-18 17:05:01.095045;;;WHEEL_POS;9.751,0.00
VAL;2026-09-18 17:05:01.126297;;;WHEEL_POS;9.783,0.00
VAL;2026-09-18 17:05:01.157554;;;WHEEL_POS;9.814,0.00
